School ,Source,Review,,,
Columbia,GMAT Club,"Columbia offers the most dynamic global business, finance, and media and technology curricula. Columbia’s core curriculum could help you build a strong foundation in all areas of business, while the 200+ electives and 4,000+ graduate-level courses across Columbia University will allow you depth of understanding in your targeted areas.

You will have the opportunity to engage with NYC-based industries to learn how they function. Columbia's Master Classes and Immersion Seminars will help you experience your desired industry in the NYC ecosystem. Only Columbia will offer you the opportunity to learn from the stalwarts of your industry. Columbia does offer a microcosm of diversity like no other program.",,,
Columbia,GMAT Club,"Columbia Business School has a great MBA program if you want to either (i) leverage your career in finance, especially portfolio management; or (ii) want to land a job in NYC, in several industries, ranging from consulting to investment banking to start-ups.
It may seem a little bit cliche, but the school does a tremendous job to create a network of professionals in NYC. Also, being in NYC makes it super easy for speakers to go to class. And since most of the professors are not just academic professors but also practitioners, the content of classes are very up to date of what is in the marketplace.
On the negative side, I can mention the lack of classes in other areas other than finance, especially leadership. In later years the dean is increasing the focus on this particular area, but my feeling is that it is behind other schools such as HBS, Wharton, etc.",,,
Columbia,GMAT Club,"Anyone that is considering Columbia is also likely considering a bunch of great schools that have many of the same positives; namely access to a great network, excellent professors, smart classmates, professional opportunities, and (everyone's favorite) Grade Non-Disclosure. From what I can tell there are 2 things that make Columbia stand out: New York City and finance classes/opportunities. I chose Columbia because it was a top 10 school (I didn't think anything less was really worth the investment) and I wanted to live in NY (mainly for personal reasons).

However, after going I can say that I think there are a few other things that make Columbia awesome:
- A surprising level of community, especially for a ""city school."" Orientation is definitely weighted towards the community side of things with a dash of academic and professional things scattered throughout, I think this is to make sure we have that community despite nobody really living on campus (not a lot of on campus housing, usually only goes to international students and a small set of west coasters). Throughout the year there are weekly happy hours on campus that are typically preceded by CBS Matters where 1-2 people from your cluster (~70 students you have all your core classes with) present about their life and what is important to them. CBS Matters is definitely my favorite thing about Columbia. In addition to on campus happy hour on Thursdays there is Rugby Happy Hour on Wednesdays at a bar a few subway stops away. It is open to the whole school, not just the rugby team (although I would highly recommend joining the rugby team because it's awesome), and usually has equal or better attendance than school-sponsored happy hour.
- A ton of travelling. This is something I haven't done as much as many of my classmates, mainly because it can get really expensive/often eats into time I could be spending with my husband. However, there are TONS of opportunities to travel. In the summer before school starts a huge chunk of the school takes part in the ""pre-MBA World Tour"" which includes student-organized trips pretty much all over the world (I got to take part in the final leg in the Hamptons with about 200 classmates). Then over fall break every cluster organizes a trip, we went to the Dominican Republic (one of my clustermates is from there so he planned most of it) and during winter and spring break the school offers “Global Immersion” classes and study tours to a ton of different places (Israel, Japan, South Korea, India, and Argentina are usually offered) to tour companies and sights. I took a Global Immersion class in Madrid about the European Financial Crisis which included full days of speakers who experienced the crisis first hand and evenings seeing the city, eating a lot of great food, going out to clubs, and touring the soccer stadium.
- NYC. I really only thought about this from a personal perspective coming in but it is a helpful resource since every industry and almost every big company has offices in NY you can find time to meet with people from any industry or company you might be interested in without having to plan your whole day or week around it. I took an immersion seminar last year where every Friday we visited a different consulting firm (BCG, Deloitte, PwC/Strategy&, and 10eqs) and there were a bunch of others offered too (big data, luxury goods, innovation). There are also conferences hosted on or near campus almost every week (I went to the media, marketing and women in business conferences). I just don't see those kind of things being possible outside of NY.

There definitely are some downsides to Columbia as well...
- Business school is expensive and NYC is expensive, put them together and you end up paying a painful amount of money. You pay a premium for being in NY for sure, so if you aren't getting value out of that location then you can probably get a lot of the positives of Columbia somewhere cheaper.
- It is generally understood that our marketing professors aren’t very good. My core marketing class was painful and electives were generally taught by mediocre visiting professors – pretty disappointing when you see the industry legends teaching the finance courses.
- The facilities are...for lack of a better word...bad. It is small and below the standards I would expect from such a great school. Very few dining options and the library is pretty consistently overrun by undergrads.
Tough answering whether it is worth it right out of school (especially for me since I am still on the job hunt). I would say that if you have a good sense of what you want to get out of it and you focus on that it will be worth it (but since priorities vary so much person to person it is also very easy to get distracted).",,,
Columbia,GMAT Club,"Definitely a top school with a rigorous course load meant to prepare you for business application and solid recruiting networks; however, there a lot to be said for up-and-coming b-schools who are quickly gaining a great alumni base and $$$ and trying to lure good candidates w/ scholarship and shiny new facilities and perks. Be prepared to trade off the NYC-location for slightly less than lackluster facilities and on campus dining/catering (understandable considering NYC is so expensive, but trust me, Uris is not what you would think a top-10 school would look like). Regardless of what the infrastructure is looking like now, the school probably trumps most other similarly ranking schools just based on location. At no other school (except Stern) are you able to network so quickly and closely with both alums and recruiter. Actually beneficial in-semester internships are also a huge plus which wouldn't be available at most schools.",,,
Columbia,GMAT Club,"CBS is big on CBS. If you want to go here, you have to be very clear about why. The career resources are excellent, students and alumni are so happy to help, and just using the Columbia name can get you a call or coffee chat with anyone in the industry of your choice. The world is your oyster here. Take advantage of everything New York has to offer, and the huge (40,000+) alumni database.
The social life here is unparalleled. It's been three months and we've already gone to Cancun as a class, had a Gatsby themed Fall Ball and gotten together for dinners, potlucks, sushi and various other gatherings. Columbia's greatest strength is it's awesome, friendly people!

If you are not from a business or ""traditional"" background and are recruiting for banking or consulting, the first semester is EXTREMELY difficult and overwhelming. I would take online courses before school, especially in Excel (if you did not use it in your previous job) so you can feel like you are somewhat on par with your classmates. While CBS has grade non-disclosure, this means you want to fall somewhere in the middle to make sure you are in good academic standing. The ""curve"" makes this very difficult for people who are new to the rigorous core curriculum. Do your best to prepare before school; there simply isn't enough time when you start classes and recruiting to do it all.

Recruiting is extremely well run and CBS will walk you through the process. Join any professional club that is geared toward an industry of interest. They have incredible resources at your disposal. It may be hyper competitive, but everyone will get a job in the end - and a great one at that!
",,,
Columbia,GMAT Club,"Although it has been only my first quarter, it already feels like it's been an eternity. In this time I've come to greatly appreciate my classmates, the faculty members, and the resources that are made available to all MBA students. The school does an incredible job of inducting new students into the school, and ensuring that they'll be accommodated an integrated well into the student body.

The Career Management Center takes charge within the first few weeks, and starts educating students in terms of the opportunities available comma and the work that needs to be done in order to get the internship that the students would like.

The professors and faculty members are extremely accommodating, knowledgeable and know their subject well. I was particularly surprised by their ability to integrate humour into classroom situations and to draw on the classroom experience to enrich the case or concept at hand.

The school's location is most definitely one of its key advantages. Just by being in New York City you get to experience so many different things, network with the decision-makers at firms, and hear from industry leaders and experts. I personally got a chance to spend an hour with the global managing director of McKinsey & Co, Mr. Dominic Barton.

Overall, I am extremely glad that I chose the school.",,,
Columbia,GMAT Club,"Going to CBS and participating in the Value Investing Program was easily the best career and life decision I've ever made. I had heard a great deal about the program before I attended but it vastly exceeded my expectations. The quality of students, and even more importantly the faculty and adjunct faculty, cannot be overstated. I was learning directly from some the greatest investors of our generation and that would not have been possible at any other b-school. The opportunity to supplement your learning through internships at NYC hedge funds is huge - this was a key part of my and my fellow investing-oriented classmates education. If you know you want to work on the buyside or any investing-related role, there is no doubt in my mind that CBS is the best place for you.

Every hedge/mutual fund you can think of recruits or has recruited on campus. More importantly, due to CBS' extensive alumni network, you can make in-roads with any fund you want and get in front of them - the rest is up to you. The opportunity is there if you are willing to do the work and put in the time and effort.
",,,
Columbia,GMAT Club,"My CBS MBA enabled me to make a career switch into consulting and eventually to start my own (successful) business. Neither would have been possible without the skills, network and confidence the school allowed me to develop.

I was a J-term student: a path I choose primarily because, although I'm American, I had spent nearly all of my adult life out of the US and wanted to be part of a more international community. For a US school, I would say that Columbia ranks at the top f international experience / outlook. (The J-term was about 50% international). I live in London now, and there is a great group of alumni here as well.

It is true that Columbia is most known for its strength is in finance - an area in which I held little interest. That said, I took some great classes in subjects across the board. The ability to choose electives in other programs at Columbia University also provided a unique opportunity to enhance the traditional b-school curriculum with classes in other academic programs that are also among the top rated, both in the US and globally. (The School of Journalism, Teachers College, etc).

Culture-wise, even with such a high contingent of international students, I did find the experience to be quite ""American"" (for lack of a better term). Not necessarily a bad thing, it was just a little adjustment for me to go from chateau champagne parties at INSEAD (where I worked previously) to college-grade beer in student halls at Columbia.

We passed grade non-disclosure the year I was there, and I found the community to be very supportive and, with a few exceptions (there's always one), not overly competitive.

I left the program with lifelong friendships and a business network upon which I draw regularly. Classmates have become both clients and customers, as well as open sounding-boards as we work to explore more business opportunities.",,,
Columbia,GMAT Club,"My first suggestion would be to evaluate schools based on what current students say. Talking to people is the best way to figure out if the school is a good fit for you. There are a lot of stereotypes about schools online that get perpetuated by people who know the stereotype but don't actually know the school.

I had a truly wonderful experience at Columbia. It is a larger school so allows you to be a part of a diverse group with a lot of different backgrounds and a part of an alumni network that is that much larger. It was amazing to meet people from all over the world and with such varied experiences and backgrounds. As large as the student body is, it is still tight-knit and feels much more manageable given the cluster system and the way that you get to meet people through clubs, activities, and recruiting.

One thing that I was nervous about due to stereotypes I read before school was the culture. The stuff I read (and am hoping still doesn't get put out there) could not have been more wrong. I couldn't believe how supportive my classmates and learning teammates were in their willingness to help me both academically and in terms of my career. The community is incredibly strong. Nearly everyone who is there wants to be there and wants to take advantage of the two years. I don't think being in NYC worked against that. It just meant we had more options available to us for our outside of school activities.

In terms of the NYC location, I would say the only negative is that it is really expensive. B School is already expensive and the money you're going to spend on rent/activities/meals/subway will be that much more in NYC. I would say that there also are so many trips/events that happen at school so there is a bit of pressure to spend money if you want to feel like you're fully involved in the community. While this isn't necessarily the way everyone feels, I would point out that some of my friends felt that way. This is especially true in second year as there is a lot more time to travel and you often find yourself on trips with 70+ classmates.

Other than the cost, I couldn't think of a better location to go to business school especially if you're looking to stay on the east coast after school. Because of the NYC location, a lot of our professors are business professionals as well as professors. Not only does this give a unique perspective to what we're learning, but I also had many professors who said they wanted to help people in the class find jobs and were successful in setting classmates up with opportunities. Classes can also get more real-world perspective through projects/internships. I had friends in a venture capital class where each student was given a VC internship for the semester; that sort of experience can't happen everywhere! In addition, there are always business leaders passing through New York, so the companies and the leaders that come to school are just fantastic. I would also add that took advantage of the small business consulting program which gave me really great experience that I leveraged as I made my career switch.

I found the academics at CBS to average, some classes were great, some were just ok. I was so thankful for grade non-disclosure which was something that I didn't originally consider when looking at Bschools. Not only does it help just get rid of that extra layer of stress, but it really makes people that much more willing to help, there is no competition at all.

I really can't say enough about my experience there, I left with lifelong relationships and having secured a job with a company that I had pinpointed before even starting b-school.",,,
Columbia,GMAT Club,"CBS is a great program, with amazing faculty, career opportunities and speaker series. CBS is what you expect, it's THE school in Manhattan, which means you have a revolving door of world class speakers / leaders as well as job opportunities that are simply impossible to get if you're not in NYC.

What it's not. It's not a community school. Don't get me wrong, a great sense of community but when you compare it to other programs, as i've done with friends at other schools, it simply can't match the cohesiveness of community. Why? two major reason, 1) the facilities are simply too small, too dated, too spread out, too inadequate and 2) it's NYC, people have limitless options for things to do, so getting the class together is simply tough.

The professors are genuinely awesome. They care, they're working hard for you, they make time for you and they understand that business school is a hybrid product - class work, recruiting, social, networking, etc.

The curriculum is strong and getting stronger though the best classes are tough to get and the schedule for some reason leans heavy on MW class (perhaps due to student interest)

You have to understand a few things about CBS... it's a business... it's a business school. I get a feeling / vibe / inkling that the office of student affairs really doesn't give two craps about the students once we are here. They are in the business of placing you in jobs, getting you good course work, building a world class network. This is not the bschool program that is going to hold your hand or tell you you're special. Some people love this, some hate it, I think it's fair though I don't really appreciate it (esp. with a $200k sticker price). In short, this program will get you wherever you want to go career wise and the NYC benefit is true and tangible but it comes at a slight cost to community and facilities that are simply... how do i put this... simply unacceptable.",,,
Columbia,GMAT Club,"On the career front the program at CBS is well designed and I would highly recommend it to anybody interested in Finance and Consulting. The major consulting companies all recruit on campus and the alumni base in finance is incredibly active. Many students have internships during the school year because there are no classes on Fridays. Getting that chance to work for a hedge fund during class can be the difference for many in getting the job they want at graduation. The school is also strengthening the tech/entrepreneurship offerings with a new startup lab. The venture market is New York is growing rapidly and many students start a business with their classmates before reaching graduation.

On the social front the school is very active. The cluster system gives a core group of students you will know well and they travel together, go drinking together and take classes together. The city has more opportunities than you can possibly take advantage of with your limited time. Despite many students having already lived in NYC they still are very active in the school's social scene. The reputation of people scattering after classes is unfounded.

The Core curriculum is not difficult but provides a good foundation and gives the clusters a great chance to bond in their first semester. The electives have a broad selection and the Value Investing Program is unmatched at any other school for access to hedge funds and real world applicability.

All the major banks, consulting firms and large mutual funds recruit on campus. Hundreds of other smaller companies post to the school's job board but non-traditional career paths (healthcare and retail in particular) need to spend a good amount of time networking on their own to find opportunities.",,,
Columbia,Niche,"great but can be better, very diluted cohort, people come in from various backgrounds but lack that intellectual hunger you find in undergrad, conversations in the clusters are very shallow",,,
Columbia,Niche,"Thus far, I have quite liked my experience (the campus is new, the people are diverse and down to earth, and there are plenty of good resources). However, the ""core curriculum"", which lasts mostly throughout the first semester, has too many assignments that students do not get a lot of downtime for professional and personal development.",,,
Columbia,Niche,Columbia Business School curriculum is rigorous however the supportive team dynamic creates an environment which success almost feels guaranteed.,,,
Columbia,Niche,"Professors are engaging, and willing to connect with students so long as you show initiative. You have to seek them out.",,,
Columbia,Niche,The school relies heavily on its Ivy League reputation as an excuse to be very disorganized at the administrative level.,,,
Yale,GMAT Club,"As others have mentioned, SOM is a highly passionate and mission-driven institution. I've been consistently inspired by my peers and in awe of what they seek to accomplish with their MBA education for business and society. The student body culture, in my opinion, is another defining hallmark of the SOM experience--folks here genuinely care about each other's personal and professional success. Given that it's Yale, academic excellence is expected and the curriculum/workload can be rigorous at times, though there is a robust support system in place. In terms of recruiting, a large number of students pursue finance and consulting, though others also have technology, non-profit, and entrepreneurial interests.

For future applicants, I'd suggest reaching out to current students to gain deeper insight into the community. Don't be afraid to contact Admissions Ambassadors or Club Leaders!
",,,
Yale,GMAT Club,"Few opportunities come around that are as life-changing as the Silver Scholar program at SOM was for me - the Silver Scholars program is for students straight out of undergrad to pursue an MBA at SOM. I matriculated in 2012 with the class of 2014 and, due to the parameters of the program, spent two years working full-time at my dream company, and then returned to SOM to complete my final year of courses and study and graduate in 2016. I believe that the Silver Scholars program is representative of the forward-looking direction of SOM and the fact that the institution is not afraid to take risks and innovate.

Over these four years that I was in the program, I was able to see SOM evolve into an even more global business school, with the maturation of the Global Network for Advanced Management. During my second year, I was proud to count over 50% of the student population from different countries, providing a distinctly global feel. Many of my closest friends were from foreign countries and now I feel grateful to have friends from all over the world.

The most remarkable thing about SOM is the community - not just our small and large learning teams, our cohort, our class, or our school, but the fact that SOM strives to be the most closely-integrated business school with it's parent university, which translates into one of the highest percentages of joint-degree candidates and the flexibility to take as many of our electives outside of SOM as you wish. I made countless of friends from SOM, but also from Yale College, the Jackson Institute, the School of Public Health, and the Law School, just to name a few.

This, combined with the immensely tight-knit alumni community that has among the highest rates of annual alumni contributions to their alma mater, makes me confident that I made the right choice - a choice that will continue to pay dividends and a school that I can count on for the duration of my professional career and beyond.

Coming from a social sciences and public policy background in undergrad, SOM's core curriculum provided me the business tools and frameworks to serve as a Senior Manager in the Research and Development division of the company that I returned to after the conclusion of my MBA.

I am grateful for the distinct attention that SOM professors provide their students - frequently going above and beyond the call of duty in helping individuals like me - who overdid it during one of our one-week intensive modules, and got pneumonia. My professors were very understanding and took time to help bring me up to speed, one-on-one on course material, even though they taught hundreds of students at the time. This example is representative of the fact that Professors are passionate about their work and research, but doubly so about teaching students at SOM. I never expected to regularly head over to Professor's houses for tea, or see them at weekly hackathons/pizza parties. SOM professors dedicated to getting to know the students, and ever since I graduated, keep in touch with us as well.",,,
Yale,GMAT Club,"Yale SOM has been a solid experience thus far. I'm currently a 2nd-semester first-year student. The core curriculum is excellent at integrating multiple perspectives. You must do readings for class, or will find that you're not learning much, as much of class time is reserved for discussions of cases.

Evans Hall, the sole facility of Yale SOM, is a high-tech, brand-new building. Visually, it's an incredible place.

The Career office is incredibly helpful for career coaching needs. School seems to land a high number of IB and Consulting internships which do convert successfully into full-time job offers.

While the student body seems low on quant skills, I am hoping that quant-focused electives do not shy away from challenging the student body (I have not yet completed any electives, as we just began them last week).

New Haven is a great city. Good restaurants, and lots of young people (most of whom are yale-affiliated in some way)

Core curriculum is low on quant topics, and most quant-heavy courses (Sourcing & Managing Funds, Operations Engine) have dedicated TA-led weekly review sessions (likely because the student body as a whole seems less comfortable with quantitative topics and needs the extra help).

I did not recruit for IB, but heard anecdotally that most students interested in IB land an offer due to the relatively small number of students hoping to go into banking. The Consulting Club is top-notch at preparing students for case interviews and teh consulting process.
",,,
Yale,GMAT Club,"Fantastic program, enabled me to meet my personal and professional goals for b-school. I had an MBB internship and will be returning, have had the opportunity to lead clubs, and to meet CEOs of F500 companies - both in large part due to the smaller class size at Yale. I've also had the opportunity to take a class at Yale Law, as well as Yale college. Excellent facilities, and an improving faculty. The b-school is definitely going places - each year the incoming class seems better than the last, and recruiting outcomes are also on a positive trajectory, particularly in consulting.",,,
Yale,GMAT Club,"I have been most impressed by the facilities at the school. The SOM campus is breathtaking but I also like the fact that you are not just limited to SOM. You can connect with any part of the wider university. In addition, I really did not expect the level of diversity I have encountered in the school. The school is soooooooo diverse but yet very friendly and collaborative. As an international student, it is highly recommended. However, if you are looking to incubate a business idea, I am not sure SOM is doing a lot in that regard. Entrepreneurship is almost at the back end and you will need extra self-motivation to continue in this track.",,,
Yale,GMAT Club,"Positives:
The community is great. Everyone is very supportive, grade non-disclosure totally matters and helps keep the class from being competitive from each other in a negative way. There are plenty of interesting electives, and if you have anything else you're interested in, there is access to all other parts of Yale (I took a full year of Spanish at the college, for example). Joint degrees are all over the place and always bring an interesting perspective. Consulting is killing it, banking and tech do very well, and the people outside those three top industries often seem to find interesting and unusual work.

Negatives:
As it is a newer school with a slightly smaller alumni network than its peer schools, some of the niche areas (PE/VC, IM) are harder to break into, just by virtue of having fewer people to talk to. I certainly wouldn't mind shortening the core as well. While the focus on the non-profit sector is totally overblown on GMATClub, we do lack some of the really top business backgrounds in the class- not too many from high finance or MBB for example.



Overall: I still think Yale is a buy-low opportunity. Classes have only gotten stronger over the past 15 years or so, and as those alums move up in their jobs the PEVC opportunities will start to come, and the alumni network will become much more powerful. The amount of access to people here is amazing- I went to a speaker session last semester that included John Kerry, Hank Paulson, and Jeff Immelt, and that's just one of the examples of the types of access that Yale as a university can get you.
",,,
Yale,GMAT Club,"One of the reasons I joined SOM was because of its upward trajectory in the last few years. Being here I can truly feel that I am a part of something special. We have classmates who gave up positions at higher ranked schools (no scholarship was not a decision making factor) to be a part of this amazing school. The class itself is amazing, with folks from all across the globe with all kinds of experiences. Everyone is supportive, and you feel like you are a part of the family.

The one areas where SOM can improve though is their placement in the tech sector. But I guess our location is not doing us any favors in that regards.",,,
Yale,GMAT Club,"The community at Yale SOM is simply amazing. You get to meet people from all over the world and the pool of students is very diverse. In addition to being diverse, everyone has stellar academics and past professional experiences. A truly amazing setting to grow and learn over 2 years.

Whether it is during recruiting or exam season, everyone is helping each other and as a far as I know everyone got the job they wanted from the MBA. It opened me doors to work in top consulting and tech firms in the US during my internship and after graduation. This was one of my main goal coming from Europe.

The fact that SOM is embedded in the greater Yale also helps to expand your learning reach. You can take classes at the law school or any other school on campus.

Finally, New Haven is not New York or Boston but has its benefits. You get to spend a ton of time with your classmates and create deep relationships (since yale is pretty much everything that exists in new haven). It also saves you on expenses since food and rent are much cheaper than in a larger US city.
",,,
Yale,GMAT Club,"Folks here are exceptionally smart, driven, and diverse. This is obviously the case with many other top programs as well, but the student body here truly resonates with SOM's mission of educating leaders ""for business and society"". From a career perspective, SOM is particularly strong at sending folks to consulting careers. The much-allured MBB has solidified its presence on campus, and SOM is now considered a core target school for these firms as well as many other consulting firms (Deloitte, Monitor, Parthenon, etc.). The consulting club in particular is especially helpful (it is run like another class) and is structured in a way to maximize success during case interviews.

For other careers (finance, general management, IB), SOM isn't quite as strong yet - as the school continues to build out its reputation though this should change over time. Recruiting within these industries isn't quite as structured and will require a bit more elbow grease on your part. If you put in the effort to network (and take advantage of Yale's brand), you should be okay.

From a curriculum perspective, SOM's integrated curriculum is honestly a hyped-up version of the typical core curriculum offered by other top programs. The big difference here is the ""raw case"" approach (where we are given ALL of the data rather than a subset of case data) , but I'm not sure how valuable this difference is. Electives so far have been good - SOM does have a solid list of professors (John Kerry, Tim Geithner, Jim Chanos, etc.) so the electives can be good.",,,
Yale,GMAT Club,"The overall experience has been great! The small class size along with the perspective based core curriculum really make the first year a very engaging and enriching experience academically.

If you are looking for an environment where collaboration and group work is encouraged, this is the place! Literally everything (except finals) is group based so you get a LOT of opportunities to develop your teamwork and communication skills.

I would recommend future applicants to consider the type of school environment as well as broader social environment they want to be in. New Haven is a small town and there isn't too much to do outside of campus so a lot of the social activities end up being with your classmates.",,,
Yale,GMAT Club,"I came into the EMBA with about 10 years of experience in Marketing and a Director role. The program is very high quality, with a lot of attention on the students.
The reason I chose the school was that it was an actual MBA, with the same classes, faculty and class hours as the full-time MBA. I also chose Yale SOM because the curriculum has a great mix of academic classes and more practical workshop-style classes, which makes it easy to bring the learning back to the office on Monday after class.
The school has a unique perspective and philosophy of business and leadership, that they infuse in the teaching and community - and that's very encouraging for those who aspire to lead effectively and make a difference through their business ventures.
The class is a very cohesive group of well-rounded professionals, all senior in their fields, and extremely supportive of each other's growth. The admission team does an excellent job keeping the program relatively small, and being very selective, by making sure they only admit people who will do something great with their MBA. After a year in the class, it really feels like everybody has been growing individually, but also that we have grown as a group.
All in all, it is an excellent program for professionals looking to broaden their understanding of business and gain a more holistic understanding of leadership. Get ready to work very hard though, as the classes are extremely demanding.",,,
Yale,GMAT Club,"I thought it was an eye-opening, expansive experience as far as my understanding of traditional top-tier MBA programs go. The student body is warm, incredibly bright, fascinating background-wise, and motivated to help each other get through the rigors of the first year curriculum. The curriculum itself is a bit too theoretical and not practical, even though as an intellectually oriented person I found everything fascinating and new. The real benefit in my experience was the amount of people from unconventional backgrounds who had to band together and really help each other out, and those bonds have lasted past business school for sure.

As I was looking to go into food and beverage niches post-graduation, the program was a nice mark on my resume and profile as a candidate for some positions and opportunities, but not directly correlated with my ability to find opportunities. It was a lot of DIY for me, granted I was going into a niche area.

It's very academic in terms of the main subject areas, and while fascinating, does not always lend itself to post-MBA practical skills. but I believe it is being fine-tuned for more of a practical orientation.
",,,
Yale,GMAT Club,"Yale SOM has an amazing community. People are really down-to-earth and humble. The fact that the class is small also add values. You know almost everyone in your class and connections are deep.
Campus recruitment cell need to improve dramatically though. It has a traditional focus on Consulting and Investment Banking and much of it is driven by the clubs at campus and not by career services.
There also seems to be less structure and coordination between different departments. For instance there is a course during the first week of Jan which asks students to be present on campus despite vacations or job interviews.",,,
Yale,GMAT Club,"Overall, Yale offers a very emotionally supportive environment that is tailored to students and how they feel. They expend many resources on trying to improve the student experience. The courses are low pressure, and grades are not important/not emphasized and your GPA is not shared. However, this program lacks diversity in terms of thought. Many students are very left (liberal) and there is not a conservative perspective that is taught/moderated by professors. This can lead to a frustrating perspective that only represents one ideology which is not realistic. Overall though, the resources are vast, and the reputation and connections will help you get into your desired industry easily if you put in the effort.

Some courses can be very poorly taught, and the knowledge you extract is based on your work effort. You can get by with a proficient with minimal effort, but may not learn much if you do not put in the effort.",,,
Yale,GMAT Club,"The student body is second to none. My classmates made my experience at Yale a fantastic one. They elevated me, helped me, and became my close friends.
As far as I know, Yale is becoming more and more selective. We are starting to see more and more classmates who would have otherwise end up at CBS, Kellogg, Booth, Sloan, and even Wharton if not for Yale's recent meteoric rise in ranking and publicity. As such, quality of students should continue to increase.
The curriculum can be difficult at times, as Yale is particularly strict academic wise. You'll need to prioritize and choose two our of academics, career, and socializing. I picked the latter two because I have a business background and could get by without pounding the books.
Banking, finance, and consulting recruiting is strong. Others are weaker but starting to pick up, particularly in tech.
Close to NYC and Boston. Easy to hope on a train and meet with people in those cities.
Bay Area presence really starting to pick up.",,,
Yale,GMAT Club,"If you already know what you want from your MBA or career after, you may have already made up your mind and have already crossed Yale off your list or looking forward to the admit call but If you don't, this is the place for you.

The batch size is perfect - not too small that you will lack diversity, and not too big that you have to compete for resources. School's impetus on integrated curriculum and integration with other Yale School's help you find your own career trajectory. This is especially helpful for those who find themselves force fitting in one of the many traditional well-trodden career paths. The integration with parent university gives you access to the wider network of Yale alums which is really helpful.

The school location might be a challenge for those looking to recruit for I-Banking. 2 hour weekly rides (for networking/company event) each way to New York is not fun but manageable. But then, for international students who have never been in the States, it's an easy transition into the American culture here at New Haven. Yale SOM has a new state of the art building. Consulting Companies have a need found liking to the school which I will owe to the money they have invested in the upgrading the facilities.

The student body at Yale SOM is really powerful and work very closely with the administration to have any student issues resolved. The school takes the matter of diversity - gender, ethnicity, sexual orientation etc. very seriously. Given the relatively small size of the batch, you can easily get a position of responsibility in any of the professional/student interest clubs which will help you hone your leadership capabilities and work on your personal network. There are over 80 clubs at SOM. Not to mention the ones available at your disposal at the broader University level.

Another gem in SOM's crown is the GNAM Network. It's a global network of 29 B-schools aimed at a seamless flow of information, knowledge, and experiences. You can do online classes at peer school or do a semester abroad or visit them for networking weeks throughout the years. If you are looking for a global career, this is a goldmine for you. The access and opportunities this network provides are unparallel. I personally was able to find myself internship opportunities through this network.

If you are looking to recruit for consulting, don't think twice this is the school for you. Close to 20% of the class of 2018 was recruited by MBB (Mckinsey Bain & BCG) for the internship. I am not counting other consulting companies here. This is really high if you compare to any other b-school.",,,
Yale,GMAT Club,"It surpassed my expectations. The professors' knowledge and experience is beyond words. We even had professors we Nobel prizes. Each class had a different focus that enabled us to become great negotiatiors, managers, markets and even more. Classmates were also great. Our class was very diverse (40% international). This helped me understand different points of view, see things with a new scope and expand my culture. The university campus is also amazing, full of history. You are also able to take classes on any of Yale's schools (law, deama, architecture), which is a big plus! It's the best decision I have ever made
",,,
Yale,GMAT Club,"I chose SOM to transition from traditional consulting to social impact consulting. Some observations:
- SOM is extremely strong for social impact, especially given quality of classmates (many with nonprofit backgrounds), courses offered (e.g. took ""Managing Social Enterprises"", ""Strategic Management of Nonprofit Organizations"" and ""Nonmarket Strategy"" this last semester) and focus on ""business & society"" even in core (accounting, finance, etc) more so than other programs
- Social impact careers are available; financial support through Loan Forgiveness Program for full-time and Internship Fund for summer are great, and there are some former classmates who landed nonprofit jobs with $100k+ salaries (quite an aspiration)
- In addition, all top consulting companies recruit here (got MBB interviews coming up) as well as many of the smaller ones
- Connection to wider Yale is incredible and easy to facilitate; I took graduate classes with School of Forestry and Environment, Global Affairs, School of Music, Philosophy Department, and undergrad classes on Fractal Geometry and Astronomy (at the observatory)
- Student life is great; many events, the student clubs are very active with something for everyone, and the parties are fun
- New Haven is not as bad as one would think: There are many offerings, especially cultural (musicals, concerts, theatre, museums, etc) and culinary; and if one still gets bored, NYC is",,,
Yale,GMAT Club,"Yale's mission is to educate leaders for business to society. This really shows in the student body - the type of student that applies and is accepted here tends to want to make the world a better place. This a big strength and point of differentiation for the program. Others include a general feeling that Yale is improving - through better class attributes, diversity of experiences, and some amazing and very accomplished incoming professors. Others strengths include the Yale brand and ability to take courses at Yale college and the law school, as well as required international experiences while a student here. The main downside for the school is that New England winters are truly brutal.",,,
